text,humor
How much deeper would the oceans be without sponges?,True
"I've got it!  I've got it!  Now, for the cure...",True
A juggler is just a schizophrenic playing catch.,True
Polaroids: what polar bears get from sitting on the ice.,True
D.A.M.N. - Naked Mothers Against Dyslexia,True
There IS intelligent life in the universe.  It ignores us.,True
"Amish safe sex: painting an ""X"" on the cows that kick.",True
How long a minute is depends on which side of the bathroom door you're on.,True
Vitamin C deficiency is apauling.,True
Science is what happens when preconception meets verification.,True
Electrical Engineers do it with less resistance.,True
"Wanna hear a joke? Sleep. I know, I don't get it either",True
Do you smoke pot because weed be cute together,True
I just texted my girlfriend Ruth and told her it was over. I'm Ruthless.,True
Astronomers got tired of watching the moon go round the earth for 24 hours. So they decided to call it a day.,True
"Is your name ariel, because I think we mermaid for each other.",True
Math jokes aren't funny. Nothing about math is funny. Math is a sin.,True
Why do cows have hooves instead of feet? Because they lactose.,True
How did I escape Iraq? Iran,True
"Whenever I want to start eating healthy, a chocolate bar looks at me and Snickers.",True
I just wrote a really awesome song about a fajita. Well it's more of a wrap really.,True
I wonder if earth makes fun of other planets for having no life.,True
"I met a girl with 12 nipples today. Sounds fun, Dozen tit?",True
How does Moses make his tea? Hebrews it. I'm serious that Israeli how he does it.,True
"You'd think that atoms bonding with other atoms would mean they're being friendly, but really they steal each other's electrons. How ionic.",True
"You're telling me I need to study? No thanks, I'll pass.",True
My waitress threw sodium chloride at me. She was arrested and charged with a salt.,True
Why did the mushroom go to the party? Because he's a fungi! Why didn't he get in? There wasn't mushroom!,True
Where do astronauts go out for a drink? To the spacebar.,True
"What did the thermometer say to the graduated cylinder? ""You may have graduated but I've got hundreds of degrees""",True
If towels could tell jokes they would probably have a dry sense of humor.,True
I didn't like my beard at first but then it grew on me.,True
"You're living, you occupy space and have mass. What does that mean? You matter.",True
How does Nasa organize a party? They planet.,True
"I'd say fuck the wheather, but its definitely under 18...",True
I used to have a job crushing cans. It was soda pressing.,True
"I'm glad I know sign language, it's pretty handy.",True
What do you call a wizard who's running late for the Hogwarts Express? Hurry Potter.,True
I bought shoes from a drug dealer. I don't know what he laced them with but I've been tripping all day.,True
I'd tell you a chemistry joke but I know I wouldn't get a reaction.,True
"When I drink alcohol, everyone says im an alcoholic. When I drink fanta, no one says I'm fantastic.",True
"What did Barack Obama say to Michelle when he proposed? ""I don't wanna be Obama self""",True
"Did Snoop Dogg really change his name, or is Snoop Lion?",True
I heard that Oxygen and Magnesium are going out. I was like OMg.,True
A book fell on my head... I can't blame myshelf.,True
I wish I had a pair of skinny genes.,True
Mathematics teachers call retirement 'the aftermath.',True
A chemistry lab is like a big party. Some drop the acid while others drop the base.,True
"How much did Santa pay for his sleigh? Nothing, because it was on the house!",True
What do you call a fake macaroni? An impasta.,True
"I told my friend 10 jokes to get him to laugh. Sadly, no pun in 10 did.",True
The invention of the shovel was groundbreaking.,True
"What do you get when you cross a dyslexic, an insomniac, and an agnostic? Someone who lays awake at night wondering if there is a dog",True
What do you call bears with no ears? B,True
When u tryna be cheesy but everyone around u is laughtose intolerant.,True
Where would Voldemort go if he played the trumpet? Jazzkaban.,True
What do you call a lazy kangaroo? A pouch potato.,True
How do trains eat? They chew-chew.,True
What do you call a labrador that becomes a magician? A Labracadabrador.,True
My friend asked me to stop singing oasis songs in public. I said maybe.,True
"I used to hate math, but now I realised decimals have a point.",True
I think my friend was built backwards. His nose runs and his feet smell.,True
How much room is needed to grow funghi? As Muchroom as possible.,True
"Keep the planet clean, it's not uranus. ",True
"If April showers bring May flowers, what do May flowers bring? Pilgrims.",True
Why was the Thanksgiving soup so expensive? It had 24 carrots.,True
What kind of music did the Pilgrims like? Plymouth Rock,True
The rotation of Earth always makes my day.,True
(p + l)(a + n)=pa+pn+la+ln. We just foiled your plan.,True
Chemistry jokes are Sodium funny.,True
"I made a shirt out of thumb tacks because I wanted to look sharp, but everyone said it was tacky.",True
"Sorry I'm poor, I can't afford to pay attention.",True
What did the biologist wear on his first date? Designer genes.,True
Are you flourine iodine and neon? Cause you are FINe.,True
"Some guy just assaulted me with milk, cream and butter. How dairy!",True
Why do ghosts love elevators? Cause they lift their spirits.,True
"A Physicist and a Biologist had a relationship, but there was no Chemistry.",True
Do you know why Frequency cannot love any more? Cause it still hertz.,True
What building isn't trustworthy? The lie-brary.,True
What did the scientist say when he found two helium atoms? HeHe,True
How many mice does it take to screw in a light bulb? Two. (Hint:  They are small enough to fit inside).,True
"How many Polacks does it take to change a light bulb?Just one, but you need 6000 Russian troops in case he goes on strike!",True
"How many WASP's does it take to screw in a light bulb? Silly, WASP's don't screw in a light bulb, they screw in a hot tub.",True
"How many Jewish American Princesses does it take to change a light bulb? Two.  One to pour the Tab, and one to phone Daddy.",True
How many Marxist's does it take to change a light bulb? None: The light bulb contains the seeds of its own revolution.,True
"How many (Generals/Politicians) does it take to change a light bulb? 1,000,001. One to change the bulb and 1,000,000 to rebuild civilizationto the point where they need light bulbs again.",True
How many New Yorkers does it take to screw in a light bulb? None of your damn business!,True
"How many Christians does it take to change a light bulb? Three, but they're really only one.",True
"How many jugglers does it take to change a light bulb? One, but it takes at least three light bulbs.",True
How many Feminists does it take to change a light bulb? That's not funny!!!,True
How many supply-siders does it take to change a light bulb? None. The darkness will cause the light bulb to change by itself.,True
How many valley girls does it take to change a light bulb? Manual labor? Gag me with a spoon!,True
How many straight San Franciscans does it take to screw in a light bulb? Both of them.,True
How many Zen masters does it take to screw in a light bulb? Two. One to change the bulb and one not to change it.,True
How many Carl Sagans does it take to screw in a light bulb? Billions and billions.,True
How many folk singers does it take to screw in a light bulb? Two. One to change it and one to write a song about how good the old light bulb was.,True
"How many surrealists does it take to change a light bulb? Two. One to hold the giraffe, and the other to fill the bathtub with brightly colored machine tools.",True
"How many doctors does it take to screw in a light bulb? Three. One to find a bulb specialist, one to find a bulb installation specialist, and one to charge the bill.",True
"How many psychologists does it take to change a light bulb? None, the bulb will change itself when its ready.",True
What is the difference between a pregnant woman and a light bulb? You can unscrew a lightbulb.,True
How many managers does it take to change a light bulb? Three. One to get the bulb and two to get the phone number to dial one of their subordinates to actually change it.,True
How many Bratzlaver Chassidim does it take to change a light bulb? None. They will never find one that burned as brightly as the first one.,True
"How many graduate students does it take to change a light bulb? Only one, but it takes nine years.",True
"How many professors does it take to change a light bulb? Only one, but they get three tech reports out of it.",True
"How many people from New Jersey does it take to change a light bulb? Three. One to change the light bulb, one to be a witness, and the third to shoot the witness.",True
Astronomers got tired of watching the moon go round the earth for 24 hours.So they decided to call it a day.,True
Butterflies are not what they used to be.,True
Don't join dangerous cults. Always practice safe sects!,True
"Why is it called a ""building"" when it is already built?",True
I'm making a fruit salad and the recipe says Pineapples - Five cubed. Where on Earth am I going to get 125 pineapples?,True
We'll never run out of maths teachers.. because they keep multiplying.,True
"Things are always easier said than done..Except for talking, that's pretty much the same really.",True
I've just been house hunting. One place had mirrors covering the walls of every room. I thought.. 'I can see myself living here',True
What do you get when you cross a stream and a brook? Wet feet.,True
How is it possible to have a 'civil' war?,True
"I received an email asking me to send trouser zips to the address provided.But I ignored it, sounds like they're fly phishing to me.",True
What did the 0 say to the 8? Nice belt!,True
I was so cold today that my jaw started to freeze..So I gritted my teeth.,True
I bought an off-road vehicle in a blind auction..Got it delivered and It was a canoe.,True
"What's green and goes ""Riggit Riggit"" ?A frog with badly fitting false teeth.",True
What does Geronimo say when he jumps out of a plane?,True
"I was going to quit all my bad habits for the new year, but then I remembered that nobody likes a quitter.",True
My news years resolution is to save up and buy a velcro wall..and I plan on sticking to it!,True
"If you were born in September, its pretty safe to assume your parents started out the New Year with a Bang!",True
My news years resolution this year is to give up sexual innuendos.But it's so hard..,True
After hours of thinking I've finally decided on my new years resolution: 1920 x 1080,True
I had a fight with a snowman last night. He didn't last long....things got a bit heated.,True
"I just pulled a Christmas cracker,erm.. There's a joke in there somewhere.",True
I got my wife the leg off a mannequin for Christmas. It's not her main present..just a stocking filler,True
"What is Santa's favourite pizza?One that's deep pan, crisp and even.",True
What do you call a snowman with a suntan? A puddle.,True
"Our kids always find their Christmas presents early, no matter where we hide them.So this year we've locked them in the attic..",True
I've been seeing someone behind my girlfriend's back..I think she's got a stalker.,True
"I remember when my parents died, all they left me was a globe.. It meant the world to me.",True
"If you ate pasta and antipasta, would you still be hungry?",True
Did you hear about the dumb woodworm?He was found dead inside a house brick.,True
My wife's head just spun around and then she vomited green slimeI've no idea what's possessed her.,True
A skeleton goes into a bar and orders a pint of beer and a mop..,True
Did you hear about the cobbler who made a satanic pact?He sold his sole to the devil.,True
Why didn't the skeleton go to the party?Because he had no body to go with.,True
"A ghost walks into a bar and orders a shot of vodka. The bartender says ""Sorry, we don't serve spirits here.""",True
If you don't pay your exorcist you can get repossessed.,True
"If a plane is an aircraft, does that make a broom a witchcraft?",True
Why did Dracula go to the doctors?Because of his coffin.,True
You feel stuck with your debt..If you can't budge it.,True
"I was gonna nail a shelf to my wall, but then I thought Screw it!",True
What do you call a man who can't stop stealing? Nick.,True
I accidentally left an apple outside my local GP's surgery.Now he won't be able to get in.,True
I've just been given a pack of playing cards covered in strawberry jam..I'm finding them very had to deal with.,True
Sometimes I laugh so much that a bit of wee comes out. It's really starting to worry me..Why is wee coming out of my mouth?,True
I bloody hate flash mobs.One once kicked my door down and forced me to update my Adobe.,True
"I took the rear view mirror out of my car, and since then..I've never looked back",True
My local butcher is seven foot tall and a size fourteen shoe.. what does he weigh? Sausages.,True
What do you call a man with a rabbit in his mouth?Warren.,True
My younger brother was named after my fatherA bit confusing when your brother is named 'Dad' though.,True
What do you call a man with a map on his head? Miles.,True
What do you call a woman who sounds like an ambulance? Nina.,True
Why did the football manager give his team lighters? Cos they kept losing all of their matches.,True
One Bear.(That's the bear minimum),True
My uncle works for a company that makes bicycle wheels.He's the Spokesman.,True
"I just got a Scottish sheep dog from the pound, but sadly my wife can't see it..She's collie blind.",True
What do you call a woman who stands straddling a river? Bridgette.,True
What's a twack? Something a twain wuns on.,True
I distorted a Tortoise earlier..Now it's just an Oise.,True
I keep having a recurring nightmare where I'm surrounded by loads of pregnant women in labour.I think I may be having a midwife crisis..,True
What's the definition of a snail?A slug with a crash helmet.,True
31 years ago today the doctor delivered me.I can't believe I've survived so long without a liver.,True
I work for the NHS dealing with moving patients between different areas of the hospital..It's a re-warding job.,True
I've just been outside helping a guy in a black robe with a scythe clear the frost off his car. I was de-icing with death.,True
My grandfather puts horse manure on his rhubarb..I prefer it with custard.,True
My pet mouse 'Elvis' died last last..He was caught in a trap..,True
I just saw on the news'Missing girl found safe'What I wanna know is..Could she crack it?,True
What do you call a man who comes in through the letter box?Bill.,True
"What's small, brown, hairy and wears sunglasses?A coconut in disguise.",True
Did you hear about those new corduroy pillowcases? They're making headlines..,True
My dog is named Minton. Today he ate a shuttlecock.. Bad Minton!,True
To be frank..would involve changing my name.,True
How do you make a squirrel cry? Pinch it's nuts.,True
2B or not 2B. That is the pencil.,True
What do you call a run down Italian neighbourhood?The Spaghetto.,True
Did you hear about the astronaut who stepped on some chewing gum? He got stuck in Orbit.,True
The rotation of the planet Earth really makes my day!,True
What kind of moron invented the fire blanket? Surely fire is warm enough already?..,True
I thought opening the door for a lady was the polite thing to do..but she just screamed and flew out of the plane..,True
"I had a go at parachuting today.I went to the local airfield and said, ""Stupid parachute morons jumping out of bloody planes""",True
"I bought a battery powered clock  today.When I got home, I noticed that they had given me the wrong one.I thought ""This is a wind up!""",True
Why was the robot mad? Because people kept pushing its buttons.,True
I just got back from a very emotional wedding.. Even the cake was in tiers.,True
How does Moses make his tea? Hebrews it.,True
I was arguing with my girlfriend in Nando's when my best mate ran off with the garlic bread and coleslaw. I wish he would stop taking sides.,True
Why are there fish at the bottom of the sea? Cos they dropped out of school.,True
How did a fool and his money get together in the first place?,True
Why can't a bicycle stand on it's own? Cos it's two tired.,True
Why did the golfer wear two pairs of trousers? In case he got a hole in one!,True
A policeman asked me to come down to the station for an interview...I haven't even applied for a job there!,True
"My mate just came fourth in a Body-Snatching contest. I told him ""It's not the winning, it's the taking parts that counts""",True
What's the best way to catch a rabbit?Hide in the bushes and make lettuce noises.,True
A mysterious hole has been found in the local nudist camp wall. The police are looking into it.,True
"Two vultures board an airplane, each carrying two dead raccoons. The stewardess says: ""Sorry, gentlemen, only one carrion per passenger.""",True
Why did the banana go to the hospital? Because he wasn't peeling well.,True
"Some people have a way with words, Others not have way.",True
The universe implodes... No matter.,True
The invention of the shovel was ground-breaking.,True
Why did the orange stop? Because it ran out of juice.,True
I just found out that 'Aarrgghh' is not a real word.I can't even tell you how angry I am!,True
What's yellow and square?A tomato in disguise.,True
"My mate walked into Carphone Warehouse, held the manager at gunpoint and made her top up his mobile phone for free.Full credit to him!",True
What do you call a sleepwalking nun?A roamin' Catholic.,True
How do you tell the difference between a crocodile and an alligator?You will see one later and one in a while.,True
"""Vodka! Whiskey! Tequila!"" I call the shots!",True
I got kicked out of my local music shop after asking about a Coldplay song. I was clearly looking for Trouble.,True
"If a pig loses its voice, does it become disgruntled?",True
"I was trying to explain the concept of Twitter to my friend. But she finally said ""I don't follow you""",True
Where are average things built?In the satisfactory.,True
A huge section of tree just broke off and demolished a bank in town. I've no idea which branch it was though..,True
Where do boats go when they are sick? The dock.,True
Did you hear about the vampire bicycle that went around biting people? It was a vicious cycle.,True
"After a bad day I came home to find that somebody has ripped the front &amp, back pages from my dictionary.It just goes from bad to worse.",True
How come there is no other name for thesaurus?,True
What do you say if you're talking to God... and he sneezes?,True
To whoever invented the zero..Thanks for nothing.,True
Me and my limbo team go way back.,True
Apparently our local Police station has had it's toilet stolen. Police have nothing to go on.,True
I've taken up speed reading. I can read 'War and Peace' in 20 seconds. It's only 3 words but it's a start.,True
"I was going to do a joke about a germ, But I wouldn't want to spread it around.",True
Why does a hummingbird hum? Because it doesn't know the words.,True
I had a threesome with a scalene and an isosceles.It was a love triangle.,True
"A small boy swallowed some coins and was taken to hospital. His Mother phoned to ask how he was and the nurse said, 'There's no change yet'",True
Why didn't Noah just swat those two mosquitoes?,True
What happens if you go on a survival course..and you don't pass?,True
I don't want to sound big headed but I wear a size XXL hat.,True
Whose cruel idea was it for the word 'lisp' to have an s in it?,True
I was going to do a joke about construction.. but I'm still working on it.,True
What do you call a sheep with no head and no legs? A cloud.,True
I got my child to sleep last night by just repeatedly saying 'bursary'.It was the only nursery rhyme I could think of.,True
"My Doctor gave me something to treat my haemorrhoids. But personally, I'm not so sure they deserve a treat.",True
"I was gonna tell a joke about a roof, but it would probably go over peoples heads.",True
Whoever put the letter 'b' in the word 'subtle' deserves a pat on the back.,True
"I ordered a hotel wake-up call the other day. The phone rang and a woman's voice said, ""What the hell are you doing with your life?""",True
"When I found out that my masseuse is also a prostitute, I was relieved.",True
I start my new job in Seoul next week. I thought it was a good Korea move.,True
"A duck was about to cross the road, when a chicken came running &amp, said ""No don't do it! You'll never hear the bloody end of it""",True
Gambling has brought our family together. We had to move to a smaller house.,True
"I never make mistakes, I thought I did once.. but I was wrong.",True
Never iron a four leaf clover. You don't want to press your luck.,True
"What did the rug say to the floor?Don't move, I've got you covered.",True
"My dog chased a kid on a bike, So we took away his bike.But he kept barking.So we gave it back.Because his bark is worse than his bike.",True
There's now a record number of male hairdressers in this country. More evidence of our society's descent into barberism.,True
I had some time to kill..So I started with the mother in law.,True
I was gonna do a joke about unemployment.. but it needs some work.,True
"My family think I spend too much time doing dot-to-dot puzzles, but it's okay..I know where to draw the line.",True
I had to quit my job at the shoe recycling factory. It was sole destroying.,True
My ex-wife hated my obsession with horoscopes. It taurus apart.,True
Last night I punched my mates lights out..and got electrocuted.,True
"My grandfather died recently, He spent his final years as a regular user of facebook..We won't see the likes of him again.",True
