text,humor
A Little Body Often Harbours A Great Soul,False
A Little Fire Is Quickly Trodden Out,False
A Man Can Die But Once,False
A Man Can Do No More Than He Can,False
A Man Is Known By The Company He Keeps,False
A Man Of Words And Not Of Deeds Is Like A Garden Full Of Weeds,False
A Miserly Father Makes A Prodigal Son,False
A Miss Is As Good As A Mile,False
A New Broom Sweeps Clean,False
A Nod From A Lord Is A Breakfast For A Fool,False
A Penny Saved Is A Penny Gained,False
A Penny Soul Never Came To Twopence,False
A Quiet Conscience Sleeps In Thunder,False
A Rolling Stone Gathers No Moss,False
A Round Peg In A Square Hole,False
A Shy Cat Makes A Proud Mouse,False
A Silent Fool Is Counted Wise,False
A Small Leak Will Sink A Great Ship,False
A Soft Answer Turns Away Wrath,False
A Sound Mind In A Sound Body,False
A Stitch In Time Saves Nine,False
A Storm In A Teacup,False
A Tattler Is Worse Than A Thief,False
A Thief Knows A Thief As A Wolf Knows A Wolf,False
A Thief Passes For A Gentleman When Stealing Has Made Him Rich,False
A Threatened Blow Is Seldom Given,False
A Tree Is Known By Its Fruit,False
A Wager Is A Fool's Argument,False
A Watched Pot Never Boils,False
"A Wise Man Changes His Mind, A Fool Never Will",False
A Wolf In Sheep's Clothing,False
A Wonder Lasts But Nine Days,False
A Word Is Enough To The Wise,False
A Word Spoken Is Past Recalling,False
Actions Speak Louder Than Words,False
Adversity Is A Great Schoolmaster,False
Adversity Makes Strange Bedfellows,False
After A Storm Comes A Calm,False
After Dinner Comes The Reckoning,False
"After Dinner Sit (Sleep) A While, After Supper Walk A Mile",False
After Rain Comes Fair Weather,False
After Us The Deluge,False
"Agues Come On Horseback, But Go Away On Foot",False
"All Are Good Lasses, But Whence Come The Bad Wives? ",False
All Are Not Friends That Speak Us Fair,False
All Are Not Hunters That Blow The Horn,False
All Are Not Merry That Dance Lightly,False
All Are Not Saints That Go To Church,False
All Asses Wag Their Ears,False
All Bread Is Not Baked In One Oven,False
All Cats Are Grey In The Dark (In The Night),False
"All Covet, All Lose",False
All Doors Open To Courtesy,False
All Is Fish That Comes To His Net,False
All Is Not Lost That Is In Peril,False
All Is Well That Ends Well,False
All Lay Load On The Willing Horse,False
All Men Can't Be First,False
All Men Can't Be Masters,False
All Promises Are Either Broken Or Kept,False
All Roads Lead To Rome ,False
All Sugar And Honey,False
All That Glitters Is Not Gold,False
All Things Are Difficult Before They Are Easy,False
All Truths Are Not To Be Told,False
All Work And No Play Makes Jack A Dull Boy,False
"""Almost"" Never Killed A Fly (Was Never Hanged)",False
Among The Blind The One-Eyed Man Is King,False
An Apple A Day Keeps The Doctor Away,False
An Ass In A Lion's Skin,False
"An Ass Is But An Ass, Though Laden With Gold",False
An Ass Loaded With Gold Climbs To The Top Of The Castle,False
An Empty Hand Is No Lure For A Hawk,False
An Empty Sack Cannot Stand Upright,False
An Empty Vessel Gives A Greater Sound Than A Full Barrel,False
An Evil Chance Seldom Comes Alone,False
"An Honest Tale Speeds Best, Being Plainly Told",False
An Hour In The Morning Is Worth Two In The Evening,False
An Idle Brain Is The Devil's Workshop,False
"An Ill Wound Is Cured, Not An Ill Name",False
An Oak Is Not Felled At One Stroke,False
An Old Dog Barks Not In Vain,False
An Open Door May Tempt A Saint,False
An Ounce Of Discretion Is Worth A Pound Of Learning,False
"An Ox Is Taken By The Horns, And A Man By The Tongue",False
An Unfortunate Man Would Be Drowned In A Teacup,False
Anger And Haste Hinder Good Counsel,False
Any Port In A Storm,False
Appearances Are Deceitful,False
Appetite Comes With Eating,False
As Drunk As A Lord,False
As Innocent As A Babe Unborn,False
As Like As An Apple To An Oyster,False
As Like As Two Peas,False
As Old As The Hills,False
As Plain As The Nose On A Man's Face,False
As Plain As Two And Two Make Four,False
As Snug As A Bug In A Rug ,False
As Sure As Eggs Is Eggs,False
"As The Call, So The Echo",False
"As The Fool Thinks, So The Bell Clinks",False
"As The Old Cock Crows, So Does The Young",False
"As The Tree Falls, So Shall It Lie",False
"As The Tree, So The Fruit",False
As Welcome As Flowers In May,False
As Welcome As Water In One's Shoes,False
As Well Be Hanged For A Sheep As For A Lamb,False
"As You Brew, So Must You Drink",False
"As You Make Your Bed, So Must You Lie On It",False
"As You Sow, So Shall You Reap",False
Ask No Questions And You Will Be Told No Lies,False
At The Ends Of The Earth,False
Bacchus Has Drowned More Men Than Neptune ,False
Bad News Has Wings,False
Barking Does Seldom Bite,False
Be Slow To Promise And Quick To Perform,False
"Be Swift To Hear, Slow To Speak",False
Beauty Is But Skin-Deep,False
Beauty Lies In Lover's Eyes,False
Before One Can Say Jack Robinson,False
Before You Make A Friend Eat A Bushel Of Salt With Him,False
Beggars Cannot Be Choosers,False
Believe Not All That You See Nor Half What You Hear,False
Best Defence Is Offence,False
Better A Glorious Death Than A Shameful Life,False
Better A Lean Peace Than A Fat Victory,False
"Better A Little Fire To Warm Us, Than A Great One To Burn Us",False
Better An Egg Today Than A Hen Tomorrow,False
Better An Open Enemy Than A False Friend,False
Better Be Alone Than In Bad Company,False
Better Be Born Lucky Than Rich,False
Better Be Envied Than Pitied,False
Better Be The Head Of A Dog Than The Tail Of A Lion,False
Better Deny At Once Than Promise Long,False
Better Die Standing Than Live Kneeling,False
Better Early Than Late,False
Better Give A Shilling Than Lend A Half-Crown,False
Better Go To Bed Supperless Than Rise In Debt,False
Better Late Than Never,False
Better Lose A Jest Than A Friend,False
Better One-Eyed Than Stone-Blind,False
Better The Devil You Know Than The Devil You Don't,False
Better The Foot Slip Than The Tongue,False
Better To Do Well Than To Say Well,False
"Better To Reign In Hell, Than Serve In Heaven",False
Better Unborn Than Untaught,False
Better Untaught Than Ill-Taught,False
Between The Cup And The Lip A Morsel May Slip,False
Between The Devil And The Deep (Blue) Sea,False
Between Two Evils 'Tis Not Worth Choosing,False
Between Two Stools One Goes (Falls) To The Ground,False
Between The Upper And Nether Millstone,False
Betwixt And Between,False
Beware Of A Silent Dog And Still Water,False
Bind The Sack Before It Be Full,False
Birds Of A Feather Flock Together,False
Blind Men Can Judge No Colours,False
Blood Is Thicker Than Water,False
Borrowed Garments Never Fit Well,False
Brevity Is The Soul Of Wit,False
Burn Not Your House To Rid It Of The Mouse,False
Business Before Pleasure,False
By Doing Nothing We Learn To Do Ill,False
By Hook Or By Crook,False
By The Street Of 'By-And-Bye' One Arrives At The House Of 'Never',False
Calamity Is Man's False Touchstone,False
Care Killed The Cat,False
Catch The Bear Before You Sell His Skin,False
Caution Is The Parent Of Safety,False
Charity Begins At Home,False
Cheapest Is The Dearest,False
Cheek Brings Success,False
Children And Fools Must Not Play With Edged Tools,False
Children Are Poor Men's Riches,False
Choose An Author As You Choose A Friend,False
"Christmas Comes But Once A Year, (But When It Comes It Brings Good Cheer)",False
Circumstances Alter Cases,False
"Claw Me, And I Will Claw Thee",False
Cleanliness Is Next To Godliness,False
Company In Distress Makes Trouble Less,False
Confession Is The First Step To Repentance,False
Counsel Is No Command,False
Creditors Have Better Memories Than Debtors,False
Cross The Stream Where It Is Shallowest,False
Crows Do Not Pick Crow's Eyes,False
Curiosity Killed A Cat,False
Curses Like Chickens Come Home To Roost,False
Custom Is A Second Nature,False
Custom Is The Plague Of Wise Men And The Idol Of Fools,False
Cut Your Coat According To Your Cloth,False
Death Is The Grand Leveller,False
Death Pays All Debts,False
Death When It Comes Will Have No Denial,False
Debt Is The Worst Poverty,False
"Deeds, Not Words",False
Delays Are Dangerous,False
Desperate Diseases Must Have Desperate Remedies,False
Diligence Is The Mother Of Success (Good Luck),False
Diseases Are The Interests Of Pleasures,False
Divide And Rule,False
Do As You Would Be Done By,False
Dog Does Not Eat Dog,False
Dog Eats Dog,False
Dogs That Put Up Many Hares Kill None,False
Doing Is Better Than Saying,False
Don't Count Your Chickens Before They Are Hatched,False
Don't Cross The Bridges Before You Come To Them,False
Don't Have Thy Cloak To Make When It Begins To Rain,False
Don't Keep A Dog And Bark Yourself,False
Don't Look A Gift Horse In The Mouth,False
Don't Put All Your Eggs In One Basket,False
Don't Sell The Bear's Skin Before You've Caught It,False
Don't Trouble Trouble Until Trouble Troubles You,False
Don't Whistle (Halloo) Until You Are Out Of The Wood,False
Dot Your I's And Cross Your T's,False
Draw Not Your Bow Till Your Arrow Is Fixed,False
Drive The Nail That Will Go,False
Drunken Days Have All Their Tomorrow,False
Drunkenness Reveals What Soberness Conceals,False
Dumb Dogs Are Dangerous,False
Each Bird Loves To Hear Himself Sing,False
"Early To Bed And Early To Rise Makes A Man Healthy, Wealthy And Wise",False
Easier Said Than Done,False
East Or West ? Home Is Best,False
"Easy Come, Easy Go",False
"Eat At Pleasure, Drink With Measure",False
Empty Vessels Make The Greatest (The Most) Sound,False
Enough Is As Good As A Feast,False
Envy Shoots At Others And Wounds Herself,False
Even Reckoning Makes Long Friends,False
Every Ass Loves To Hear Himself Bray,False
Every Barber Knows That,False
Every Bean Has Its Black,False
Every Bird Likes Its Own Nest,False
Every Bullet Has Its Billet,False
Every Country Has Its Customs,False
Every Dark Cloud Has A Silver Lining,False
Every Day Is Not Sunday,False
Every Dog Has His Day,False
Every Dog Is A Lion At Home,False
Every Dog Is Valiant At His Own Door,False
Every Jack Has His Jill,False
Every Man Has A Fool In His Sleeve,False
Every Man Has His Faults,False
Every Man Has His Hobby-Horse,False
Every Man Is The Architect Of His Own Fortunes,False
Every Man To His Taste,False
Every Miller Draws Water To His Own Mill,False
Every Mother Thinks Her Own Gosling A Swan,False
Every One's Faults Are Not Written In Their Foreheads,False
Every Tub Must Stand On Its Own Bottom,False
"Every White Has Its Black, And Every Sweet Its Sour",False
Every Why Has A Wherefore,False
Everybody's Business Is Nobody's Business,False
Everything Comes To Him Who Waits,False
Everything Is Good In Its Season,False
Evil Communications Corrupt Good Manners,False
Experience Is The Mother Of Wisdom,False
"Experience Keeps A Dear School, But Fools Learn In No Other",False
"Experience Keeps No School, She Teaches Her Pupils Singly",False
Extremes Meet,False
Facts Are Stubborn Things,False
Faint Heart Never Won Fair Lady,False
"Fair Without, Foul (False) Within",False
Fair Words Break No Bones,False
False Friends Are Worse Than Open Enemies,False
Familiarity Breeds Contempt,False
"Far From Eye, Far From Heart",False
Fasting Comes After Feasting,False
Faults Are Thick Where Love Is Thin,False
Feast Today And Fast Tomorrow,False
Fine Feathers Make Fine Birds,False
Fine Words Butter No Parsnips,False
First Catch Your Hare,False
"First Come, First Served",False
First Deserve And Then Desire,False
"First Think, Then Speak",False
Fish And Company Stink In Three Days,False
Fish Begins To Stink At The Head,False
Follow The River And You'll Get To The Sea,False
Fool's Haste Is No Speed,False
Fools And Madmen Speak The Truth,False
Fools Grow Without Watering,False
Fools May Sometimes Speak To The Purpose,False
Fools Never Know When They Are Well,False
Fools Rush In Where Angels Fear To Tread,False
For The Love Of The Game,False
Forbearance Is No Acquittance,False
Forbidden Fruit Is Sweet,False
Forewarned Is Forearmed,False
Fortune Favours The Brave (The Bold),False
"Fortune Is Easily Found, But Hard To Be Kept",False
Four Eyes See More (Better) Than Two,False
Friends Are Thieves Of Time,False
From Bad To Worse,False
From Pillar To Post,False
Gentility Without Ability Is Worse Than Plain Beggary,False
"Get A Name To Rise Early, And You May Lie All Day",False
Gifts From Enemies Are Dangerous,False
"Give A Fool Rope Enough, And He Will Hang Himself",False
"Give Every Man Thy Ear, But Few Thy Voice",False
Give Him An Inch And He'll Take An Ell,False
Give Never The Wolf The Wether To Keep,False
Gluttony Kills More Men Than The Sword,False
Go To Bed With The Lamb And Rise With The Lark,False
Good Clothes Open All Doors,False
Good Counsel Does No Harm,False
Good Health Is Above Wealth,False
Good Masters Make Good Servants,False
Good Words And No Deeds,False
Good Words Without Deeds Are Rushes And Reeds,False
Gossiping And Lying Go Hand In Hand,False
"Grasp All, Lose All",False
Great Barkers Are No Biters,False
"Great Boast, Small Roast",False
Great Cry And Little Wool,False
Great Spenders Are Bad Lenders,False
Great Talkers Are Great Liars,False
Great Talkers Are Little Doers,False
Greedy Folk Have Long Arms,False
Habit Cures Habit,False
Half A Loaf Is Better Than No Bread,False
"""Hamlet"" Without The Prince Of Denmark ",False
Handsome Is That Handsome Does,False
Happiness Takes No Account Of Time,False
Happy Is He That Is Happy In His Children,False
Hard Words Break No Bones,False
Hares May Pull Dead Lions By The Beard,False
"Harm Watch, Harm Catch",False
Haste Makes Waste,False
Hasty Climbers Have Sudden Falls,False
Hate Not At The First Harm,False
"Hatred Is Blind, As Well As Love",False
Hawks Will Not Pick Hawks' Eyes,False
He Begins To Die That Quits His Desires,False
He Cannot Speak Well That Cannot Hold His Tongue,False
He Carries Fire In One Hand And Water In The Other,False
He Dances Well To Whom Fortune Pipes,False
He Gives Twice Who Gives In A Trice,False
He Goes Long Barefoot That Waits For Dead Man's Shoes,False
He Is A Fool That Forgets Himself,False
He Is A Good Friend That Speaks Well Of Us Behind Our Backs,False
He Is Happy That Thinks Himself So,False
He Is Lifeless That Is Faultless,False
He Is Not Fit To Command Others That Cannot Command Himself,False
He Is Not Laughed At That Laughs At Himself First,False
"He Is Not Poor That Has Little, But He That Desires Much",False
He Jests At Scars That Never Felt A Wound,False
He Knows Best What Good Is That Has Endured Evil,False
He Knows How Many Beans Make Five,False
He Knows Much Who Knows How To Hold His Tongue,False
He Laughs Best Who Laughs Last,False
He Lives Long That Lives Well,False
He Must Needs Swim That Is Held Up By The Chin,False
He Should Have A Long Spoon That Sups With The Devil,False
He Smells Best That Smells Of Nothing,False
He That Comes First To The Hill May Sit Where He Will,False
He That Commits A Fault Thinks Everyone Speaks Of It,False
He That Does You An I!I Turn Will Never Forgive You,False
He That Fears Every Bush Must Never Go A-Birding,False
He That Fears You Present Wiil Hate You Absent,False
"He That Goes A Borrowing, Goes A Sorrowing",False
He That Goes Barefoot Must Not Plant Thorns,False
He That Has A Full Purse Never Wanted A Friend,False
He That Has A Great Nose Thinks Everybody Is Speaking Of It,False
He That Has An Ill Name Is Half Hanged,False
He That Has No Children Knows Not What Love Is,False
He That Has He Head Needs No Hat,False
He That Has No Money Needs No Purse,False
He That Is Born To Be Hanged Shall Never Be Drowned,False
He That Is Full Of Himself Is Very Empty,False
He That Is Ill To Himself Will Be Good To Nobody,False
He That Is Warm Thinks All So,False
He That Knows Nothing Doubts Nothing,False
He That Lies Down With Dogs Must Rise Up With Fleas,False
He That Lives With Cripples Learns To Limp,False
"He That Mischief Hatches, Mischief Catches",False
He That Never Climbed Never Fell,False
He That Once Deceives Is Ever Suspected,False
He That Promises Too Much Means Nothing,False
He That Respects Not Is Not Respected,False
He That Seeks Trouble Never Misses,False
He That Serves Everybody Is Paid By Nobody,False
He That Serves God For Money Will Serve The Devil For Better Wages,False
He That Spares The Bad Injures The Good,False
He That Talks Much Errs Much,False
He That Talks Much Lies Much,False
He That Will Eat The Kernel Must Crack The Nut,False
"He That Will Not When He May, When He Will He Shall Have Nay",False
He That Will Steal An Egg Will Steal An Ox,False
"He That Will Thrive, Must Rise At Five",False
He That Would Eat The Fruit Must Climb The Tree,False
He That Would Have Eggs Must Endure The Cackling Of Hens,False
He Who Is Born A Fool Is Never Cured,False
He Who Hesitates Is Lost,False
He Who Likes Borrowing Dislikes Paying,False
"He Who Makes No Mistakes, Makes Nothing",False
He Who Pleased Everybody Died Before He Was Born,False
"He Who Says What He Likes, Shall Hear What He Doesn't Like",False
He Who Would Catch Fish Must Not Mind Getting Wet,False
He Who Would Eat The Nut Must First Crack The Shell,False
He Who Would Search For Pearls Must Dive Below,False
He Will Never Set The Thames On Fire,False
He Works Best Who Knows His Trade,False
Head Cook And Bottle-Washer,False
Health Is Not Valued Till Sickness Comes,False
His Money Burns A Hole In His Pocket,False
Honesty Is The Best Policy,False
Honey Is Not For The Ass's Mouth,False
"Honey Is Sweet, But The Bee Stings",False
Honour And Profit Lie Not In One Sack,False
Honours Change Manners,False
"Hope Is A Good Breakfast, But A Bad Supper",False
Hope Is The Poor Man's Bread,False
Hunger Breaks Stone Walls,False
Hunger Finds No Fault With Cookery,False
Hunger Is The Best Sauce,False
Hungry Bellies Have No Ears,False
Idle Folks Lack No Excuses,False
Idleness Is The Mother Of All Evil,False
Idleness Rusts The Mind,False
"If An Ass (Donkey) Bray At You, Don't Bray At Him",False
If Ifs And Ans Were Pots And Pans..,False
"If My Aunt Had Been A Man, She'd Have Been My Uncle",False
"If The Blind Lead The Blind, Both Shall Fall Into The Ditch",False
"If The Sky Falls, We Shall Catch Larks",False
"If There Were No Clouds, We Should Not Enjoy The Sun",False
If Things Were To Be Done Twice All Would Be Wise,False
"If We Can't As We Would, We Must Do As We Can",False
"If Wishes Were Horses, Beggars Might Ride",False
"If You Agree To Carry The Calf, They'll Make You Carry The Cow",False
"If You Cannot Bite, Never Show Your Teeth",False
"If You Cannot Have The Best, Make The Best Of What You Have",False
If You Dance You Must Pay The Fiddler,False
If You Laugh Before Breakfast You'll Cry Before Supper,False
"If You Run After Two Hares, You Will Catch Neither",False
"If You Sell The Cow, You Sell Her Milk Too",False
"If You Throw Mud Enough, Some Of It Will Stick",False
If You Try To Please All You Will Please None,False
"If You Want A Thing Well Done, Do It Yourself",False
Ill-Gotten Gains Never Prosper,False
"Ill-Gotten, Ill-Spent",False
In Every Beginning Think Of The End,False
"In For A Penny, In For A Pound",False
In The Country Of The Blind One-Eyed Man Is A King,False
In The End Things Will Mend,False
In The Evening One May Praise The Day,False
Iron Hand (Fist) In A Velvet Glove,False
It Is A Good Horse That Never Stumbles,False
It Is A Long Lane That Has No Turning,False
It Is A Poor Mouse That Has Only One Hole,False
It Is An Ill Bird That Fouls Its Own Nest,False
It Is An Ill Wind That Blows Nobody Good,False
"It Is A Silly Fish, That Is Caught Twice With The Same Bait",False
It Is Easy To Swim If Another Hoids Up Your Chin (Head),False
It Is Enough To Make A Cat Laugh,False
It Is Good Fishing In Troubled Waters,False
It Is Never Too Late To Learn,False
It Is No Use Crying Over Spilt Milk,False
It Is The First Step That Costs,False
It Never Rains But It Pours,False
It's As Broad As It's Long,False
It's No Use Pumping A Dry Well,False
It's One Thing To Flourish And Another To Fight,False
It Takes All Sorts To Make A World,False
Jackdaw In Peacock's Feathers,False
Jest With An Ass And He Will Flap You In The Face With His Tail,False
Judge Not Of Men And Things At First Sight,False
"Just As The Twig Is Bent, The Tree Is Inclined",False
Keep A Thing Seven Years And You Will Find A Use For It,False
Keep Your Mouth Shut And Your Ears Open,False
Keep Your Mouth Shut And Your Eyes Open,False
"Last, But Not Least",False
"Laws Catch Flies, But Let Hornets Go Free",False
Learn To Creep Before You Leap,False
Learn To Say Before You Sing,False
Learn Wisdom By The Follies Of Others,False
"Least Said, Soonest Mended",False
Leaves Without Figs,False
Let Bygones Be Bygones,False
Let Every Man Praise The Bridge He Goes Over,False
Let Sleeping Dogs Lie,False
Let Well (Enough) Alone,False
Liars Need Good Memories,False
Lies Have Short Legs,False
Life Is But A Span,False
Life Is Not A Bed Of Roses,False
Life Is Not All Cakes And Ale (Beer And Skittles),False
Like A Cat On Hot Bricks,False
Like A Needle In A Haystack,False
Like Begets Like,False
Like Cures Like,False
"Like Father, Like Son",False
Like Draws To Like,False
"Like Master, Like Man",False
"Like Mother, Like Daughter",False
"Like Parents, Like Children",False
"Like Priest, Like People",False
"Like Teacher, Like Pupil",False
Little Chips Light Great Fires,False
Little Knowledge Is A Dangerous Thing,False
Little Pigeons Can Carry Great Messages,False
Little Pitchers Have Long Ears,False
Little Strokes Fell Great Oaks,False
"Little Thieves Are Hanged, But Great Ones Escape",False
Little Things Amuse Little Minds,False
Live And Learn,False
Live And Let Live,False
"Live Not To Eat, But Eat To Live",False
"Long Absent, Soon Forgotten",False
Look Before You Leap,False
"Look Before You Leap, But Having Leapt Never Look Back",False
Lookers-On See More Than Players,False
"Lord (God, Heaven) Helps Those (Them) Who Help Themselves",False
Lost Time Is Never Found Again,False
Love Cannot Be Forced,False
Love In A Cottage,False
"Love Me, Love My Dog",False
Love Will Creep Where It May Not Go,False
Make Haste Slowly,False
Make Hay While The Sun Shines,False
Make Or Mar,False
Man Proposes But God Disposes,False
Many A Fine Dish Has Nothing On It,False
Many A Good Cow Has A Bad Calf,False
Many A Good Father Has But A Bad Son,False
Many A Little Makes A Mickle,False
Many A False Word Is Spoken In Jest,False
Many Hands Make Light Work,False
"Many Men, Many Minds",False
Many Words Hurt More Than Swords,False
Many Words Will Not Fill A Bushel,False
Marriages Are Made In Heaven,False
Measure For Measure,False
Measure Thrice And Cut Once,False
Men May Meet But Mountains Never,False
Mend Or End (End Or Mend),False
Might Goes Before Right,False
Misfortunes Never Come Alone (Singly),False
Misfortunes Tell Us What Fortune Is,False
Money Begets Money,False
Money Has No Smell,False
Money Is A Good Servant But A Bad Master,False
Money Often Unmakes The Men Who Make It,False
Money Spent On The Brain Is Never Spent In Vain,False
"More Haste, Less Speed",False
Much Ado About Nothing,False
Much Will Have More,False
Muck And Money Go Together,False
Murder Will Out,False
My House Is My Castle,False
Name Not A Rope In His House That Was Hanged,False
Necessity Is The Mother Of Invention,False
Necessity Knows No Law,False
Neck Or Nothing,False
Need Makes The Old Wife Trot,False
Needs Must When The Devil Drives,False
Neither Fish Nor Flesh,False
Neither Here Nor There,False
Neither Rhyme Nor Reason,False
Never Cackle Till Your Egg Is Laid,False
Never Cast Dirt Into That Fountain Of Which You Have Sometime Drunk,False
Never Do Things By Halves,False
Never Fry A Fish Till It's Caught,False
Never Offer To Teach Fish To Swim,False
Never Put Off Till Tomorrow What You Can Do Today,False
Never Quit Certainty For Hope,False
Never Too Much Of A Good Thing,False
Never Try To Prove What Nobody Doubts,False
Never Write What You Dare Not Sign,False
New Brooms Sweep Clean,False
"New Lords, New Laws",False
Nightingales Will Not Sing In A Cage,False
No Flying From Fate,False
No Garden Without Its Weeds,False
No Great Loss Without Some Small Gain,False
No Herb Will Cure Love,False
No Joy Without Alloy,False
No Living Man All Things Can,False
"No Longer Pipe, No Longer Dance",False
No Man Is Wise At All Times,False
"No Man Loves His Fetters, Be They Made Of Gold",False
No News (Is) Good News,False
"No Pains, No Gains",False
"No Song, No Supper",False
No Sweet Without (Some) Sweat,False
No Wisdom Like Silence,False
None But The Brave Deserve The Fair,False
None So Blind As Those Who Won't See,False
None So Deaf As Those That Won't Hear,False
Nothing Comes Out Of The Sack But What Was In It,False
Nothing Is Impossible To A Willing Heart,False
Nothing Must Be Done Hastily But Killing Of Fleas,False
"Nothing So Bad, As Not To Be Good For Something",False
Nothing Succeeds Like Success,False
"Nothing Venture, Nothing Have",False
Oaks May Fall When Reeds Stand The Storm,False
Of Two Evils Choose The Least,False
Old Birds Are Not Caught With Chaff,False
Old Friends And Old Wine Are Best,False
On Shank's Mare,False
"Once Bitten, Twice Shy",False
Once Is No Rule (Custom),False
"One Beats The Bush, And Another Catches The Bird",False
One Chick Keeps A Hen Busy,False
One Drop Of Poison Infects The Whole Tun Of Wine,False
One Fire Drives Out Another,False
One Good Turn Deserves Another,False
"One Law For The Rich, And Another For The Poor",False
One Lie Makes Many,False
"One Link Broken, The Whole Chain Is Broken",False
"One Man, No Man",False
One Man's Meat Is Another Man's Poison,False
One Scabby Sheep Will Mar A Whole Flock,False
One Swallow Does Not Make A Summer,False
One Today Is Worth Two Tomorrow,False
Open Not Your Door When The Devil Knocks,False
Opinions Differ,False
Opportunity Makes The Thief,False
"Out Of Sight, Out Of Mind",False
Out Of The Frying-Pan Into The Fire,False
Packed Like Herrings,False
Patience Is A Plaster For All Sores,False
Penny-Wise And Pound-Foolish,False
Pleasure Has A Sting In Its Tail,False
Plenty Is No Plague,False
"Politeness Costs Little (Nothing), But Yields Much",False
Poverty Is No Sin,False
"Poverty Is Not A Shame, But The Being Ashamed Of It Is",False
Practise What You Preach,False
Praise Is Not Pudding,False
Pride Goes Before A Fall,False
Procrastination Is The Thief Of Time,False
Promise Is Debt,False
"Promise Little, But Do Much",False
"Prosperity Makes Friends, And Adversity Tries Them",False
Put Not Your Hand Between The Bark And The Tree,False
"Rain At Seven, Fine At Eleven",False
Rats Desert A Sinking Ship,False
"Repentance Is Good, But Innocence Is Better",False
"Respect Yourself, Or No One Else Will Respect You",False
Roll My Log And I Will Roll Yours,False
Rome Was Not Built In A Day,False
Salt Water And Absence Wash Away Love,False
Saying And Doing Are Two Things,False
Score Twice Before You Cut Once,False
Scornful Dogs Will Eat Dirty Puddings,False
Scratch My Back And I'll Scratch Yours,False
Self Done Is Soon Done,False
Self Done Is Well Done,False
Self Is A Bad Counsellor,False
Self-Praise Is No Recommendation,False
Set A Beggar On Horseback And He'll Ride To The Devil,False
Set A Thief To Catch A Thief,False
Shallow Streams Make Most Din,False
Short Debts (Accounts) Make Long Friends,False
Silence Gives Consent,False
Since Adam Was A Boy,False
Sink Or Swim! ,False
Six Of One And Half A Dozen Of The Other,False
Slow And Steady Wins The Race,False
Slow But Sure,False
Small Rain Lays Great Dust,False
"So Many Countries, So Many Customs",False
